0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"T. Parker, .K. Walker, .M. Kidd-Gilchrist, .W. Hernangomez, .M. Monk",CHA,1,1.6,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,2018-10-17
"T. Parker, .K. Walker, .W. Hernangomez, .M. Monk, .M. Bridges",CHA,1,1.5,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2018-10-17
"T. Parker, .M. Williams, .N. Batum, .M. Kidd-Gilchrist, .M. Monk",CHA,1,1.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-2.0,2018-10-17
"T. Parker, .M. Williams, .W. Hernangomez, .M. Monk, .M. Bridges",CHA,1,1.0,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2018-10-17
"M. Williams, .N. Batum, .K. Walker, .M. Kidd-Gilchrist, .M. Monk",CHA,1,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.0,2018-10-17
"M. Williams, .K. Walker, .M. Kidd-Gilchrist, .M. Monk, .M. Bridges",CHA,1,0.5,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2018-10-17
"M. Williams, .N. Batum, .K. Walker, .M. Kidd-Gilchrist, .W. Hernangomez",CHA,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"T. Parker, .M. Williams, .K. Walker, .W. Hernangomez, .M. Monk",CHA,1,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2018-10-17
"K. Walker, .M. Kidd-Gilchrist, .W. Hernangomez, .M. Monk, .M. Bridges",CHA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"M. Williams, .C. Zeller, .W. Hernangomez, .M. Monk, .M. Bridges",CHA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"M. Williams, .K. Walker, .M. Kidd-Gilchrist, .J. Lamb, .C. Zeller",CHA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"M. Williams, .K. Walker, .W. Hernangomez, .M. Monk, .M. Bridges",CHA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"N. Batum, .K. Walker, .C. Zeller, .W. Hernangomez, .M. Monk",CHA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"N. Batum, .K. Walker, .J. Lamb, .C. Zeller, .W. Hernangomez",CHA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"B. Lopez, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .M. Brogdon",MIL,1,9.3,26.0,9.0,18.0,50.0,4.0,9.0,44.4,4.0,5.0,80.0,4.0,13.0,17.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0,11.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .M. Brogdon",MIL,1,7.4,14.0,4.0,11.0,36.4,1.0,3.0,33.3,5.0,6.0,83.3,1.0,5.0,6.0,1.0,4.0,2.0,1.0,4.0,6.0,3.0,-1.0,2018-10-17
"E. Ilyasova, .B. Lopez, .E. Bledsoe, .K. Middleton, .M. Brogdon",MIL,1,4.6,10.0,4.0,8.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.0,2018-10-17
"E. Ilyasova, .B. Lopez, .G. Antetokounmpo, .M. Brogdon, .D. DiVincenzo",MIL,1,4.5,10.0,5.0,10.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,0.0,2.0,3.0,0.0,-3.0,2018-10-17
"J. Henson, .T. Snell, .G. Antetokounmpo, .M. Brogdon, .D. DiVincenzo",MIL,1,4.0,14.0,5.0,7.0,71.4,2.0,3.0,66.7,2.0,2.0,100,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,2018-10-17
"E. Ilyasova, .J. Henson, .G. Antetokounmpo, .M. Brogdon, .D. DiVincenzo",MIL,1,3.0,8.0,3.0,5.0,60.0,1.0,1.0,100,1.0,2.0,50.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .J. Henson, .K. Middleton, .D. DiVincenzo",MIL,1,2.0,8.0,3.0,4.0,75.0,2.0,2.0,100,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2018-10-17
"T. Snell, .G. Antetokounmpo, .C. Wood, .M. Brogdon, .D. DiVincenzo",MIL,1,2.0,4.0,2.0,6.0,33.3,0.0,4.0,0.0,0.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2018-10-17
"E. Bledsoe, .K. Middleton, .T. Snell, .G. Antetokounmpo, .C. Wood",MIL,1,1.9,5.0,2.0,2.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .J. Henson, .M. Brogdon, .D. DiVincenzo",MIL,1,1.7,2.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-3.0,2018-10-17
"E. Ilyasova, .B. Lopez, .E. Bledsoe, .K. Middleton, .T. Snell",MIL,1,1.6,5.0,1.0,3.0,33.3,0.0,1.0,0.0,3.0,3.0,100,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .K. Middleton, .M. Brogdon, .D. DiVincenzo",MIL,1,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .D. DiVincenzo",MIL,1,1.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .K. Middleton, .T. Snell, .C. Wood",MIL,1,1.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2018-10-17
"E. Ilyasova, .B. Lopez, .E. Bledsoe, .K. Middleton, .D. DiVincenzo",MIL,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-5.0,2018-10-17
"J. Henson, .K. Middleton, .T. Snell, .G. Antetokounmpo, .D. DiVincenzo",MIL,1,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,2018-10-17
"B. Lopez, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .D. DiVincenzo",MIL,1,0.6,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2018-10-17
"E. Bledsoe, .J. Henson, .K. Middleton, .G. Antetokounmpo, .D. DiVincenzo",MIL,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Ilyasova, .J. Henson, .K. Middleton, .M. Brogdon, .D. DiVincenzo",MIL,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,2018-10-17
"J. Henson, .T. Snell, .M. Brogdon, .S. Brown, .D. DiVincenzo",MIL,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,2018-10-17
"B. Lopez, .E. Bledsoe, .K. Middleton, .M. Brogdon, .D. DiVincenzo",MIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Bledsoe, .T. Snell, .G. Antetokounmpo, .C. Wood, .M. Brogdon",MIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Ilyasova, .B. Lopez, .E. Bledsoe, .G. Antetokounmpo, .M. Brogdon",MIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Ilyasova, .B. Lopez, .K. Middleton, .G. Antetokounmpo, .D. DiVincenzo",MIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Ilyasova, .E. Bledsoe, .J. Henson, .K. Middleton, .G. Antetokounmpo",MIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"B. Griffin, .R. Jackson, .A. Drummond, .L. Kennard, .B. Brown",DET,1,8.1,18.0,7.0,15.0,46.7,1.0,2.0,50.0,3.0,4.0,75.0,4.0,5.0,9.0,4.0,4.0,0.0,1.0,1.0,5.0,4.0,-2.0,2018-10-17
"B. Griffin, .I. Smith, .R. Jackson, .A. Drummond, .L. Galloway",DET,1,6.9,12.0,5.0,15.0,33.3,0.0,4.0,0.0,2.0,2.0,100,3.0,5.0,8.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,-2.0,2018-10-17
"B. Griffin, .R. Jackson, .A. Drummond, .L. Galloway, .L. Kennard",DET,1,4.9,9.0,4.0,7.0,57.1,0.0,0.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2018-10-17
"B. Griffin, .R. Jackson, .A. Drummond, .G. Robinson III, .L. Galloway",DET,1,4.0,9.0,3.0,7.0,42.9,1.0,2.0,50.0,2.0,2.0,100,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,-5.0,2018-10-17
"B. Griffin, .I. Smith, .R. Jackson, .A. Drummond, .B. Brown",DET,1,3.9,10.0,5.0,10.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2018-10-17
"Z. Pachulia, .I. Smith, .G. Robinson III, .L. Galloway, .Z. Lofton",DET,1,3.8,8.0,3.0,6.0,50.0,1.0,2.0,50.0,1.0,1.0,100,0.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2018-10-17
"I. Smith, .A. Drummond, .G. Robinson III, .L. Galloway, .B. Brown",DET,1,2.7,5.0,2.0,5.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.0,2018-10-17
"Z. Pachulia, .I. Smith, .G. Robinson III, .L. Galloway, .L. Kennard",DET,1,2.7,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,-4.0,2018-10-17
"Z. Pachulia, .B. Griffin, .I. Smith, .R. Jackson, .L. Galloway",DET,1,1.9,4.0,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,2018-10-17
"I. Smith, .A. Drummond, .G. Robinson III, .L. Galloway, .L. Kennard",DET,1,1.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-2.0,2018-10-17
"Z. Pachulia, .I. Smith, .R. Jackson, .G. Robinson III, .B. Brown",DET,1,1.5,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2018-10-17
"Z. Pachulia, .B. Griffin, .R. Jackson, .L. Kennard, .B. Brown",DET,1,1.4,6.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,1.0,100,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2018-10-17
"Z. Pachulia, .I. Smith, .R. Jackson, .G. Robinson III, .L. Galloway",DET,1,1.4,5.0,2.0,4.0,50.0,0.0,1.0,0.0,1.0,1.0,100,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2018-10-17
"Z. Pachulia, .B. Griffin, .I. Smith, .G. Robinson III, .L. Galloway",DET,1,1.3,7.0,3.0,3.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2018-10-17
"Z. Pachulia, .B. Griffin, .R. Jackson, .L. Galloway, .B. Brown",DET,1,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,100,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,2018-10-17
"B. Griffin, .I. Smith, .G. Robinson III, .L. Galloway, .L. Kennard",DET,1,0.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2018-10-17
"B. Griffin, .I. Smith, .G. Robinson III, .L. Galloway, .B. Brown",DET,1,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2018-10-17
"B. Griffin, .I. Smith, .R. Jackson, .G. Robinson III, .L. Galloway",DET,1,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2018-10-17
"B. Griffin, .I. Smith, .A. Drummond, .L. Galloway, .L. Kennard",DET,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"Z. Pachulia, .B. Griffin, .I. Smith, .R. Jackson, .B. Brown",DET,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"J. Dudley, .J. Harris, .D. Russell, .C. LeVert, .J. Allen",BKN,1,14.0,24.0,9.0,24.0,37.5,1.0,9.0,11.1,5.0,6.0,83.3,3.0,8.0,11.0,7.0,5.0,3.0,2.0,1.0,7.0,6.0,-8.0,2018-10-17
"J. Dudley, .S. Dinwiddie, .D. Russell, .C. LeVert, .J. Allen",BKN,1,4.8,9.0,3.0,8.0,37.5,1.0,3.0,33.3,2.0,4.0,50.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,-3.0,2018-10-17
"J. Dudley, .S. Dinwiddie, .J. Harris, .C. LeVert, .J. Allen",BKN,1,4.5,10.0,3.0,8.0,37.5,1.0,3.0,33.3,3.0,4.0,75.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,-1.0,2018-10-17
"J. Dudley, .E. Davis, .S. Dinwiddie, .J. Harris, .T. Graham",BKN,1,4.4,9.0,4.0,9.0,44.4,0.0,3.0,0.0,1.0,2.0,50.0,0.0,5.0,5.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,4.0,2018-10-17
"J. Dudley, .E. Davis, .S. Dinwiddie, .J. Harris, .R. Kurucs",BKN,1,3.8,8.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2018-10-17
"E. Davis, .S. Dinwiddie, .J. Harris, .T. Graham, .R. Kurucs",BKN,1,3.2,9.0,4.0,7.0,57.1,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-10-17
"E. Davis, .S. Dinwiddie, .J. Harris, .D. Russell, .R. Kurucs",BKN,1,2.7,6.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,2018-10-17
"J. Dudley, .S. Dinwiddie, .T. Graham, .C. LeVert, .J. Allen",BKN,1,2.6,7.0,3.0,3.0,100,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2018-10-17
"J. Dudley, .J. Harris, .T. Graham, .C. LeVert, .J. Allen",BKN,1,1.7,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2018-10-17
"E. Davis, .S. Dinwiddie, .J. Harris, .T. Graham, .C. LeVert",BKN,1,1.4,5.0,2.0,3.0,66.7,0.0,1.0,0.0,1.0,1.0,100,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2018-10-17
"E. Davis, .S. Dinwiddie, .D. Russell, .T. Graham, .C. LeVert",BKN,1,1.3,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,-2.0,2018-10-17
"S. Dinwiddie, .D. Russell, .T. Graham, .C. LeVert, .J. Allen",BKN,1,1.3,4.0,1.0,1.0,100,1.0,1.0,100,1.0,1.0,100,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2018-10-17
"S. Dinwiddie, .J. Harris, .T. Graham, .C. LeVert, .J. Allen",BKN,1,1.3,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2018-10-17
"E. Davis, .S. Dinwiddie, .D. Russell, .C. LeVert, .R. Kurucs",BKN,1,0.9,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018-10-17
"J. Dudley, .S. Dinwiddie, .J. Harris, .T. Graham, .C. LeVert",BKN,1,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-2.0,2018-10-17
"E. Davis, .S. Dinwiddie, .T. Graham, .C. LeVert, .R. Kurucs",BKN,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Davis, .S. Dinwiddie, .J. Harris, .C. LeVert, .J. Allen",BKN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"E. Davis, .S. Dinwiddie, .J. Harris, .D. Russell, .C. LeVert",BKN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"J. Dudley, .E. Davis, .J. Harris, .T. Graham, .C. LeVert",BKN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"J. Dudley, .E. Davis, .S. Dinwiddie, .J. Harris, .J. Allen",BKN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"S. Dinwiddie, .J. Harris, .D. Russell, .C. LeVert, .J. Allen",BKN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-17
"C. Paul, .P. Tucker, .J. Harden, .J. Ennis III, .C. Capela",HOU,1,9.3,18.0,7.0,19.0,36.8,3.0,10.0,30.0,1.0,2.0,50.0,4.0,3.0,7.0,4.0,2.0,2.0,0.0,2.0,1.0,5.0,-8.0,2018-10-17
"C. Anthony, .C. Paul, .G. Green, .P. Tucker, .E. Gordon",HOU,1,6.3,17.0,5.0,11.0,45.5,1.0,5.0,20.0,6.0,6.0,100,0.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,5.0,-1.0,2018-10-17
"C. Anthony, .C. Paul, .P. Tucker, .E. Gordon, .J. Harden",HOU,1,5.8,12.0,4.0,10.0,40.0,1.0,3.0,33.3,3.0,5.0,60.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,-9.0,2018-10-17
"P. Tucker, .J. Harden, .M. Carter-Williams, .J. Ennis III, .C. Capela",HOU,1,4.8,10.0,4.0,11.0,36.4,1.0,6.0,16.7,1.0,2.0,50.0,1.0,5.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2018-10-17
"C. Anthony, .P. Tucker, .E. Gordon, .J. Harden, .M. Carter-Williams",HOU,1,4.5,9.0,3.0,8.0,37.5,2.0,4.0,50.0,1.0,2.0,50.0,0.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2018-10-17
"C. Paul, .G. Green, .E. Gordon, .J. Ennis III, .C. Capela",HOU,1,3.3,6.0,2.0,8.0,25.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2018-10-17
"C. Anthony, .E. Gordon, .J. Harden, .M. Carter-Williams, .C. Capela",HOU,1,3.2,8.0,3.0,6.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,-4.0,2018-10-17
"C. Anthony, .C. Paul, .J. Harden, .J. Ennis III, .C. Capela",HOU,1,2.3,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,-4.0,2018-10-17
"C. Anthony, .C. Paul, .P. Tucker, .E. Gordon, .M. Carter-Williams",HOU,1,2.1,6.0,2.0,3.0,66.7,1.0,1.0,100,1.0,2.0,50.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2018-10-17
"C. Paul, .E. Gordon, .J. Harden, .J. Ennis III, .C. Capela",HOU,1,1.3,5.0,2.0,2.0,100,0.0,0.0,0.0,1.0,1.0,100,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2018-10-17
"C. Anthony, .C. Paul, .E. Gordon, .J. Harden, .C. Capela",HOU,1,1.2,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-2.0,2018-10-17
"G. Green, .M. Carter-Williams, .J. Ennis III, .I. Hartenstein, .G. Clark",HOU,1,0.9,3.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2018-10-17
"C. Anthony, .E. Gordon, .J. Harden, .J. Ennis III, .C. Capela",HOU,1,0.8,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,2018-10-17
"P. Tucker, .E. Gordon, .J. Harden, .M. Carter-Williams, .J. Ennis III",HOU,1,0.8,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2018-10-17
"C. Anthony, .P. Tucker, .J. Harden, .M. Carter-Williams, .J. Ennis III",HOU,1,0.7,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-10-17
"C. Paul, .M. Carter-Williams, .J. Ennis III, .I. Hartenstein, .G. Clark",HOU,1,0.7,3.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2018-10-17
"C. Anthony, .C. Paul, .J. Harden, .M. Carter-Williams, .C. Capela",HOU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-10-17
